1051,Normale,`RUE PIERRE HAMER (COIN RUE PIERRE HAMER / RUE MATHIAS ADAM)`,08:30,PETANGE,58837.9198880121,69215.2988341551
1052,Normale,`COUR DE LA GARE (GARE CFL)`,10:30,PETANGE,58837.9198880121,69215.2988341551
1056,Normale,`14, DUERFSTROOSS`,10:00,PISSANGE,67920.85390000042,68296.88549954428
1057,Normale,`GRAND-RUE ((EGLISE))`,08:00,PONTPIERRE,69883.1164534437,66785.5489755752
1058,Normale,`28, RUE DE LUXEMBOURG`,09:00,PONTPIERRE,70138.9599000002,67098.98239954223
1059,Normale,`1, RUE D'ESCH`,08:15,PONTPIERRE,69764.0996000004,66817.06709954108
106,Normale,`RUE DE LA FERME (CITE WEISSTROFFER, RUE DE LA FERME)`,10:00,KOCKELSCHEUER,75839.31598125,69503.1401807934
1060,Normale,`37, RUE DE LA MONTEE`,11:30,RECKANGE-SUR-MESS,68654.85859999992,69787.42749954292
1062,Normale,`98, RUE JEAN-PIERRE HILGER`,10:00,RECKANGE-SUR-MESS,68395.7180716981,69651.140080675
1063,Normale,`2, CHEMIN DE BROUCK`,09:30,RODANGE,56026.17219999992,67865.15179954248
1065,Normale,`331, ROUTE DE LONGWY`,10:00,RODANGE,55116.723600000114,67912.03429954228
1066,Normale,`55, RUE DE LA FONTAINE`,10:00,RODANGE,56507.46559999977,67484.08399954317
1067,Normale,`90, RUE NICOLAS BIEVER`,10:00,RODANGE,56607.0612000003,68106.92979954247
1069,Normale,`464, ROUTE DE LONGWY (DOUANE)`,10:00,RODANGE,54406.8498999998,67429.90299954364
107,Normale,`8, RUE DE MERSCH`,09:00,KOPSTAL,73152.96569999962,81160.0469995473
1070,Normale,`ROUTE DE LUXEMBOURG (GARE)`,08:00,RODANGE,56590.6122333332,68507.3127828764
1071,Normale,`176, ROUTE DE LONGWY (VIS A VIS NO 176)`,09:00,RODANGE,55665.07930000035,68279.19659954145
1072,Normale,`18, RUE DE LUXEMBOURG`,11:00,ROEDGEN,70251.09800000026,70984.21889954344
1073,Normale,`40, RUE D'ALZINGEN`,08:30,ROESER,78631.92989999996,67772.88139954279
1074,Normale,`52, GRAND-RUE`,10:30,ROESER,78285.23940000031,67282.40539954194
1075,Normale,`KIERCHEWEE (EGLISE)`,09:30,ROODT (SEPTFONTAINES),54877.6847722223,95658.7860884417
1076,Normale,`1, RUE DES MARTYRS`,09:00,RUMELANGE,70019.68709999973,57979.68509953896
1077,Normale,`2, GRAND-RUE (GARE CFL)`,09:00,RUMELANGE,70137.68369999994,58367.439099538045
1078,Normale,`8, CITE HIERZESPRONG`,09:00,RUMELANGE,69767.48230000027,57796.46139953945
1079,Normale,`87, GRAND-RUE`,08:30,RUMELANGE,69756.07000000034,58584.27579954087
108,Normale,`28, RUE DE SAEUL`,10:00,KOPSTAL,73048.90400000013,81120.6080995489
1080,Normale,`92, RUE D'ESCH`,11:00,RUMELANGE,69023.4266999997,58722.85159954011
1081,Normale,`PLACE GRANDE-DUCHESSE CHARLOTTE (BUREAU DE POSTE)`,17:00,RUMELANGE,70035.6176777779,58501.8969773168
1082,Normale,`7, RUE NICOLAS PLETSCHETTE (INTERIEUR MAISON DE REPOS)`,10:00,RUMELANGE,69933.58119999988,58058.0685995398
1084,Normale,`1, RUE PRINCE HENRI`,11:00,SANEM,62246.95270000033,67983.14389954154
1086,Normale,`22, QUARTIER DE L'EGLISE`,09:30,SANEM,62551.712700000106,68139.2155995436
1087,Normale,`9, RUE ERMESINDE`,08:15,SANEM,62741.76049999986,67886.44669954147
1089,Normale,`7, CITE PAERCHEN`,08:30,SCHIFFLANGE,69092.6459999997,63783.11389954157
1090,Normale,`154, CITE EMILE MAYRISCH`,11:00,SCHIFFLANGE,68209.33760000023,63477.471599540775
1091,Normale,`21, CITE OP SOLTGEN`,09:00,SCHIFFLANGE,69312.35059999958,63921.981199542264
1092,Normale,`93, RUE BASSE (COIN RUE BASSE/CANAL)`,10:00,SCHIFFLANGE,69122.95729999989,63590.11579954154
1093,Normale,`RUE D'ESCH (COIN ROUTE D'ESCH / RUE MATHIAS KOENER (BARRIERE))`,08:30,SCHIFFLANGE,68794.4376307639,63454.106715215
1094,Normale,`2, RUE DE LA FORET`,08:30,SCHIFFLANGE,68493.56450000039,63224.00149954033
1095,Normale,`88, RUE DE NOERTZANGE`,09:00,SCHIFFLANGE,69617.86620000003,63622.85649954
1096,Normale,`RUE DES FLEURS (COIN RUE DES FLEURS / RUE BASSE)`,12:30,SCHIFFLANGE,69011.2313927273,63174.4672313589
1097,Normale,`33, RUE MICHEL RASQUIN`,09:30,SCHIFFLANGE,68457.45700000049,62777.4784995396
1098,Normale,`1, RUE BELAIR`,10:30,SCHOUWEILER,64658.00040000025,72335.79479954425
1099,Normale,`2, RUE DU STADE`,09:30,SCHOUWEILER,63989.572800000176,71570.46389954476
11,Normale,`96, ROUTE DE LUXEMBOURG`,10:00,BERELDANGE,77039.69240000006,79890.25729954713
110,Normale,`139, AVENUE DE LA FAIENCERIE`,10:30,LUXEMBOURG,76008.62090000049,76316.83209954502
1101,Normale,`RUE DE LA GARE (COIN RUE DE LA GARE ET RTE DE LONGWY)`,08:30,SCHOUWEILER,64855.6833928573,71648.5300781149
1102,Normale,`10, KIERCHEWEE`,08:30,SEPTFONTAINES,65263.8254857143,85035.952442406
1103,Normale,`144, RUE AESSEN`,08:00,SOLEUVRE,64459.61490000038,65925.00419954155
1104,Normale,`2, RUE PIERRE NEIERTZ`,09:00,SOLEUVRE,61761.4110000003,65047.14359954179
1105,Normale,`PLACE DE L'INDEPENDANCE`,09:30,SOLEUVRE,63273.4291500001,65304.4200870418
1106,Normale,`42, RUE DE LIMPACH`,09:30,SOLEUVRE,63538.368099999614,66119.38889954223
1107,Normale,`51, RUE DE DIFFERDANGE`,11:30,SOLEUVRE,63003.26250000019,65383.33509954148
1108,Normale,`241, RUE METZERLACH`,09:00,SOLEUVRE,63960.617999999806,64487.26059954206
1109,Normale,`27, RUE DE LIDICE`,09:00,SOLEUVRE,63834.7918999996,64653.111699542045
1110,Normale,`RUE F-D ROOSEVELT (COIN RUE ROOSEVELT / RUE MICHEL RODANGE)`,10:00,SOLEUVRE,63599.608265,65008.4139145413
1111,Normale,`60, RUE WAASSERTRAP (MAISON DE RETRAITE)`,08:00,BELVAUX,63020.4798999997,63800.99399954199
1112,Normale,`14, RUE DE LA CHAPELLE`,08:00,SPRINKANGE,65292.97599999982,71668.78739954384
1113,Normale,`19, RUE DE HOBSCHEID`,09:00,STEINFORT,61824.13760000001,80915.80619954706
1115,Normale,`48, CITE DE L'USINE`,09:00,STEINFORT,61895.82299999987,81308.13169954771
1116,Normale,`53, RUE DE LUXEMBOURG`,08:30,STEINFORT,62161.8978000004,80613.54239954703
1117,Normale,`60, ROUTE D'ARLON`,12:00,STEINFORT,60942.54789999964,80514.22269954652
1118,Normale,`72, RUE DE LUXEMBOURG`,08:00,STEINFORT,62176.1099847619,80593.4803185948
112,Normale,`AVENUE DU BOIS (ARRET BUS)`,09:00,LUXEMBOURG,76726.922463492,76471.7323931965
1120,Normale,`2, RUE PRINCIPALE`,09:30,TETANGE,70550.7641400909,60003.1743918122
1121,Normale,`9, RUE THOMAS BYRNE`,08:30,TETANGE,70550.7641400909,60003.1743918122
1122,Normale,`2, RUE PIERRE SCHILTZ`,09:00,TETANGE,70550.7641400909,60003.1743918122
1123,Normale,`18, RUE DES TROIS CANTONS`,08:30,WICKRANGE,69323.88319375,67285.804355792
1124,Normale,`RUE DE L'ECOLE (ECOLE)`,08:30,ANGELSBERG,79381.3084923078,92054.111284167
1125,Normale,`RUE DE LA VALLEE`,10:00,ANSEMBOURG,70799.3710571428,85258.465235263
1126,Normale,`17, RUE D'ETTELBRUCK (EGLISE)`,08:30,BERINGEN,76115.40899999996,91547.06829955037
1127,Normale,`RUE DE LUXEMBOURG`,08:00,BERSCHBACH,76101.1624999996,108631.552499558
1128,Normale,`3, RUE DE WORMELDANGE (ARRET AUTOBUS)`,10:00,BLASCHETTE,79710.7233999996,85301.60179954839
1129,Normale,`146, ROUTE DE LUXEMBOURG`,10:00,HELMDANGE,78031.3761685714,84507.2856938348
1130,Normale,`154, ROUTE DE LUXEMBOURG (CIPA - A L'INTERIEUR)`,10:00,BOFFERDANGE,77886.49749999965,83870.65299954965
1131,Normale,`CITE ROGER SCHMITZ`,11:30,BOFFERDANGE,78171.1480292994,83737.8415434975
1132,Normale,`RUE DE LUXEMBOURG (CHAPELLE)`,09:00,BOUR,69240.8520750001,85167.9004245491
1133,Normale,`ROUTE D'ARLON (EGLISE)`,09:30,BROUCH (BOEVANGE-SUR-ATTERT),69684.55135625,89156.6996391337
1134,Normale,`1, AM MOUL`,09:00,BUSCHDORF,68513.0959142858,90444.0341881223
1135,Normale,`1, SCHOULSTROOSS`,11:00,CHRISTNACH,87548.01530000012,94858.78069955358
1136,Normale,`RUE DE L'EGLISE`,11:30,CRUCHTEN,77525.6394142857,96177.2614388388
1137,Normale,`RUE NEUVE (CAFE RODESCH-SEIL)`,11:00,CRUCHTEN,77336.8420000001,96009.8564551085
1138,Normale,`ROUTE DE LUXEMBOURG (CAFE BEIM MONIQUE)`,10:00,DONDELANGE,70135.2374142856,83767.6493995489
1139,Normale,`RUE DE LAROCHETTE (ARRET BUS RUE D'ERNZEN)`,11:30,ERNZEN,83838.1591191489,93227.9251357224
1140,Normale,`RUE DE L'EGLISE (EGLISE)`,08:00,FISCHBACH,81262.1982909091,90233.2358086416
1141,Normale,`95, ROUTE DE MERSCH (EGLISE)`,08:30,GOSSELDANGE,76211.87220000011,87935.81919954921
1142,Normale,`UM RIESENHAFF (AUBETTE)`,08:00,GREVENKNAPP,70108.2124416668,91999.2353495514
1143,Normale,`27, OP DER STROOSS`,10:00,HEFFINGEN,85267.05870000001,92792.41079955122
1144,Normale,`13, RUE DE LA FORET VERTE`,09:00,HEISDORF,77966.0695000003,82144.25239954781
1145,Normale,`25, RUE DE LUXEMBOURG`,08:30,HEISDORF,77789.1398999999,82204.15579954765
1146,Normale,`RUE FAUTELFIELS`,08:30,HELMDANGE,78158.6163666666,84454.8723412152
1147,Normale,`RUE DU CHATEAU (EGLISE)`,09:30,HOLLENFELS,71452.9819187499,86444.1825432994
1148,Normale,`38, RUE DE STEINSEL (EGLISE)`,09:00,HUNSDORF,77250.03280000019,84711.244299549
1149,Normale,`OP KENGERT (CAMPING KENGERT)`,10:00,LAROCHETTE,83616.3075796841,94488.1888047442
1150,Normale,`CHEMIN J-A ZINNEN (15, RUE DE MERSCH)`,09:00,LAROCHETTE,83640.0246566666,94473.8281395525
1151,Normale,`RUE DE MEDERNACH (BUREAU DE POSTE)`,17:00,LAROCHETTE,83742.802,94753.0836850072
1152,Normale,`42, ROUTE DE LUXEMBOURG (MUR CIMETIERE , VIS A VIS 42 RTE DE LUXEMBOURG)`,09:00,SCHIEREN,74903.04250000046,99763.48849955495
1153,Normale,`ZONE INDUSTRIELLE IN DEN ALLERN`,09:00,TROISVIERGES,68470.5745333334,132496.001162067
1154,Normale,`156, ROUTE DE LUXEMBOURG`,08:00,BETTEMBOURG,75178.51580000014,65758.84539954158
1155,Normale,`19, RUE DE LA GARE`,08:30,BETTEMBOURG,75107.29250000049,64881.313199542165
1157,Normale,`69, ROUTE D'ESCH`,08:30,BETTEMBOURG,74713.04389999992,64761.424799540786
1159,Normale,`RUE FERNAND MERTENS (COIN RUE MERTENS / RUE PASTEUR)`,10:30,BETTEMBOURG,75863.656820202,64615.3256581271
1160,Normale,`RUE KLENSCH (COIN RUE KLENSCH / RUE DE PEPPANGE)`,09:00,BETTEMBOURG,75658.4145051282,64673.2609072338
1161,Normale,`RUE NICOLAS BIEVER (COIN RUE NIC BIEVER / RUE DU VERGER)`,08:00,BETTEMBOURG,75594.0112344827,64237.1523460929
1162,Normale,`PLACE DE LA GARE (GARE CFL)`,10:00,BETTEMBOURG,75188.0662000003,64648.8363995426
1163,Normale,`30, ROUTE DE LUXEMBOURG (COIN RUE DU NORD / 30 RTE DE LUXEMBOURG)`,08:30,BETTEMBOURG,75028.4618672131,65151.6686077383
1165,Tardive,`41, AVENUE VICTOR HUGO (AV VICTOR HUGO / RUE HENRI VLL)`,19:00,LUXEMBOURG,76773.6102,76090.12429954449
1166,Tardive,`39, ALLEE SCHEFFER`,19:00,LUXEMBOURG,76804.58320000024,75935.98709954577
1167,Tardive,`86, AVENUE DE LA FAIENCERIE`,19:00,LUXEMBOURG,76326.28770000026,76063.48729954475
1168,Tardive,`SQUARE EDOUARD ANDRE`,19:00,LUXEMBOURG,76468.3251166667,76618.1753995461
1169,Tardive,`53, AVENUE PASTEUR (BUREAU DE POSTE LIMPERTSBERG)`,19:00,LUXEMBOURG,76550.87839999981,76098.57989954582
117,Normale,`RUE DES ROSES (COIN RUE DES ROSES, RUE DES GLACIS)`,08:30,LUXEMBOURG,76877.8280533334,76297.5861684345
1170,Tardive,`2, RUE TONY NEUMAN (AV DE LA FAIENCERIE/R. T NEUMANN)`,19:00,LUXEMBOURG,75638.01449999958,76445.70179954488
1171,Tardive,`110, AVENUE GASTON DIDERICH (AV GASTON DIDERICH 110 EGLISE)`,19:00,LUXEMBOURG,75705.78380000031,75110.46929954475
1173,Tardive,`152, RUE DE MERL (VIS-A-VIS ECOLE)`,19:00,LUXEMBOURG,74677.12019999976,74280.42019954338
1174,Tardive,`PLACE DE NANCY`,19:00,LUXEMBOURG,76392.0009249998,74303.5609245441
1175,Tardive,`1, BOULEVARD PIERRE DUPONG (BUREAU DE POSTE BELAIR)`,19:00,LUXEMBOURG,75871.4514258065,74452.0305511578
1176,Tardive,`PLACE DE FRANCE`,19:00,LUXEMBOURG,78860.5338289854,73858.1322473707
1177,Tardive,`10, AVENUE GUILLAUME`,19:00,LUXEMBOURG,76412.1736000004,74693.08079954563
1178,Tardive,`99, ROUTE D'ARLON`,19:00,LUXEMBOURG,75938.68719999964,75522.5774995457
1179,Tardive,`7, RUE PIERRE FEDERSPIEL`,19:00,LUXEMBOURG,74869.23969999982,75947.87509954655
1181,Tardive,`PLACE DE L'ETOILE`,19:00,LUXEMBOURG,76518.4176000002,75438.9705995454
1183,Tardive,`111, RUE DES MARAICHERS`,19:00,LUXEMBOURG,77977.90330000037,76715.67549954618
1184,Tardive,`5, RUE ALPHONSE WEICKER (AUCHAN CENTRE COMMERCIAL)`,19:00,LUXEMBOURG,80071.23859999988,77633.4653995452
1186,Tardive,`RUE ST. ULRIC`,19:00,LUXEMBOURG,77687.9459088235,74787.9415201333
1187,Tardive,`RIVES DE CLAUSEN (PLACE MOUSEL)`,19:00,LUXEMBOURG,78088.4966250001,75306.1634449997
1188,Tardive,`267, RUE DE NEUDORF`,19:00,LUXEMBOURG,79711.41420000054,76370.11779954554
1189,Tardive,`RUE KALCHESBRUCK (Z.I. KALTSCHESBRECK / R DE NEUDORF)`,19:00,LUXEMBOURG,81412.0505785715,76577.1197781174
119,Normale,`RUE DES CERISIERS (LYCEE TECHNIQUE RUE DES CERISIERS)`,08:30,LUXEMBOURG,77014.4450434782,76460.0167647631
1190,Tardive,`33, RUE VAUBAN`,19:00,LUXEMBOURG,77527.07720000016,75612.05449954534
1191,Tardive,`RUE DE TREVES (EGLISE)`,19:00,LUXEMBOURG,79210.1721096774,75548.3638242765
1192,Tardive,`3, RUE DES PEUPLIERS (EGLISE DE HAMM)`,19:00,LUXEMBOURG,79910.8850999996,75094.40149954458
1193,Normale,`AEROPORT DE LUXEMBOURG (AEROGARE)`,11:00,FINDEL,82204.7222881356,76923.0137419187
1195,Tardive,`4, RUE DE TREVES (CARGOLUX)`,19:00,FINDEL,82577.62920000029,76862.61469954657
1196,Tardive,`50, RUE DE BEGGEN (L.T. E. METZ)`,19:00,LUXEMBOURG,77596.40170000035,77815.94769954478
1197,Tardive,`PLACE FRANCOIS-JOSEPH DARGENT`,19:00,LUXEMBOURG,77227.5614166666,77004.6162662125
1198,Tardive,`RUE DE BRIDEL (RUE DE ROLLINGERGRUND / RUE DE BRIDEL)`,19:00,LUXEMBOURG,76012.6688363636,77276.0761268188
1199,Tardive,`217, RUE DE ROLLINGERGRUND`,19:00,LUXEMBOURG,75621.29550000002,76044.73949954446
12,Normale,`62, RUE DE BRIDEL`,08:30,BERELDANGE,76794.77589999977,80090.22299954583
120,Normale,`RUE ERMESINDE`,08:30,LUXEMBOURG,76556.6268390909,76283.8284577275
1200,Tardive,`BOULEVARD J-F KENNEDY (COIN BD KENNEDY/AV DE LUXEMBOURG)`,19:00,BASCHARAGE,61909.2725986207,69774.1826257502
1201,Tardive,`AVENUE DE LUXEMBOURG (SUPERMARCHE CACTUS BIFF)`,19:00,BASCHARAGE,61598.2336085526,70462.9492765172
1202,Tardive,`58, RUE DE LA POSTE (BUREAU DE POSTE)`,19:00,BELVAUX,62686.12420000047,63996.34599954178
1203,Tardive,`8, RUE DE L'INDEPENDANCE (BUREAU DE POSTE)`,19:00,BETTEMBOURG,75082.67879999989,64665.45639954153
1204,Tardive,`RUE MICHEL RODANGE (BUREAU DE POSTE)`,19:00,DIFFERDANGE,59931.628446875,65506.6437557915
1205,Tardive,`61, ROUTE DE LUXEMBOURG`,19:00,DIPPACH,66369.52180000022,72618.03149954574
1206,Tardive,`RUE JEAN JAURES (BUREAU DE POSTE)`,19:00,DUDELANGE,73842.2356272727,60574.5781231763
1207,Tardive,`9, RUE XAVIER BRASSEUR (BUREAU DE POSTE)`,19:00,ESCH-SUR-ALZETTE,66433.30300000028,61998.30739954123
1208,Tardive,`RUE DU BRILL (ARRET DE BUS)`,19:00,FOETZ,68509.7416136364,65254.5970495412
1209,Tardive,`GRAND-RUE (BUREAU DE POSTE)`,19:00,KAYL,70768.0341899999,61338.2461828732
121,Normale,`2, RUE MICHEL LENTZ`,08:30,LUXEMBOURG,76376.52510000019,76334.95249954688
1210,Tardive,`5, RUE DU LAVOIR (BUREAU DE POSTE)`,19:00,LEUDELANGE,72506.10250000002,70273.78069954383
1211,Tardive,`219, AVENUE DE LA LIBERTE`,19:00,NIEDERKORN,59956.83189999964,66710.90159954195
1212,Tardive,`1, RUE PIERRE GREGOIRE (SUPERMARCHE CACTUS)`,19:00,PETANGE,58837.9198880121,69215.2988341551
1213,Tardive,`13, AVENUE DE LA GARE (BUREAU DE POSTE)`,19:00,PETANGE,58837.9198880121,69215.2988341551
1214,Tardive,`18, AVENUE DR GAASCH (BUREAU DE POSTE)`,19:00,RODANGE,56447.0491000004,68401.07879954355
1215,Tardive,`3, AVENUE DE LA LIBERATION (BUREAU DE POSTE)`,19:00,SCHIFFLANGE,68726.07050000035,63476.77059954199
1216,Tardive,`RUE DE L'EGLISE (EGLISE)`,19:00,SCHOUWEILER,64786.9634590909,71913.5749859077
1217,Tardive,`RUE GRANDE-DUCHESSE CHARLOTTE (CENTRE ADMINISTRATIF)`,19:00,MERSCH,75477.6915653845,90549.584322628
1218,Normale,`PLACE DES MARTYRS (23, ROUTE DE DIEKIRCH)`,09:00,WALFERDANGE,77420.8837999999,80496.0087995476
1219,Tardive,`RUE EDMOND REUTER (ZONE INDUSTRIELLE)`,19:00,CONTERN,83930.8983885714,73334.0917166872
122,Normale,`RUE SIGGY VU LETZEBUERG (COIN SIGGY/PASTEUR-RONDPOINT)`,09:30,LUXEMBOURG,75793.0305739131,76768.2566517197
1220,Tardive,`MUNNEREFERSTROOSS`,19:00,FRISANGE,81966.2582084338,64644.358575445
1221,Tardive,`RUE DE WORMELDANGE (ECOLE)`,19:00,GONDERANGE,85977.772948,84290.9476775486
1222,Tardive,`460, ROUTE DE THIONVILLE (BUREAU DE POSTE)`,19:00,HESPERANGE,79318.28789999988,70933.77049954442
1223,Tardive,`31, RUE HIEL (BUREAU DE POSTE LANGWIES)`,19:00,JUNGLINSTER,86217.61909999976,85773.86989954831
1224,Normale,`6, RUE DU VILLAGE (ANCIEN BUREAU DE POSTE)`,09:00,JUNGLINSTER,86081.57540000045,86490.4965995495
1226,Tardive,`RUE GABRIEL LIPPMANN (ZONE D'ACTIVITE SYRDALL)`,19:00,MUNSBACH,87497.7066363637,78494.0129790917
1227,Normale,`141, ROUTE DE TREVES (CENTRE COMMERCIAL LES ARCADES)`,17:00,NIEDERANVEN,85682.34819999992,79619.606399547
1228,Tardive,`15, RUE DE LA GARE`,19:00,OETRANGE,86548.67530000031,74256.4019995452
1229,Normale,`2, OP DER KOPP (CENTRE DE DISTRIBUTION)`,18:00,REMICH,93530.83440000005,68119.73499954214
1230,Tardive,`4, RUE DE LA GARE`,19:00,ROODT-SUR-SYRE,89685.88030000031,81345.87139954879
1231,Tardive,`27, RUE PRINCIPALE (BUREAU DE POSTE)`,19:00,SANDWEILER,83667.29559999984,75768.19079954647
1232,Tardive,`PLACE DE L'EGLISE (EGLISE)`,19:00,SCHUTTRANGE,87275.5148125,76588.5181370456
1233,Tardive,`RUE DES ROMAINS (COIN RUE DU GOLF / RUE ROM.)`,19:00,SENNINGERBERG,84687.7797264368,79548.2427983974
1234,Tardive,`1, RUE DE LA FONTAINE (BUREAU DE POSTE)`,19:00,BERTRANGE,71559.80840000045,75170.59559954502
1235,Tardive,`3, RUE DES MEROVINGIENS (Z.I BOURMICHT)`,19:00,BERTRANGE,73483.6700749999,75062.5877870447
1236,Tardive,`20, ROUTE D'ARLON (BUREAU DE POSTE SUPERMARCHE MATCH)`,19:00,CAPELLEN,67707.42009999973,78777.16429954658
1237,Tardive,`RUE DE LUXEMBOURG (ROUTE DE LUXEMBOUG-STATION D'ESSENCE SHELL)`,19:00,BERTRANGE,72672.5727857143,74872.6260977594
1238,Tardive,`14, RUE DU MILLENAIRE (BUREAU DE POSTE)`,19:00,MAMER,69407.26370000002,76959.42229954527
